
股票名称,市净率,行业名称,行业市净率,个股行业市净率比,市盈率,行业市盈率,个股行业市盈率比,最新价格,市值,日期,行业最新价格,行业市值,yahoo目标均价,yahoo目标最高价,yahoo目标最低价,当前价格,yahoo预测上涨/下跌空间(%),融资买入额,融券卖出额,VIX指数,CNN恐慌与贪婪指数
鱼跃医疗,6.0847,医疗器械,5.2279,1.1639,16.33,58.5664,0.2788,38.75,36835396865.52,2025-09-16,32.9,1509732334023.93,49.33,58.85,44.0,39.18,25.91,60847.0,1633.0,14.76,58.0
影视ETF,9.3881,,,,,,,11.91,86675452.5,2025-09-16,,,,,,,,,,14.76,58.0
瑞普生物,4.4288,农药兽药,2.7284,1.6232,19.92,43.681,0.456,21.98,7365814841.79,2025-09-16,11.31,346127086660.29,28.29,36.16,23.0,21.99,28.65,44288.0,1992.0,14.76,58.0
伊利股份,43.8645,食品饮料,5.5518,7.901,12.33,39.9678,0.3085,28.23,176733546565.68,2025-09-16,19.94,1721104572365.49,,,,,,,,14.76,58.0
股票名称,市净率,行业名称,行业市净率,个股行业市净率比,市盈率,行业市盈率,个股行业市盈率比,最新价格,市值,日期,行业最新价格,行业市值,yahoo目标均价,yahoo目标最高价,yahoo目标最低价,当前价格,yahoo预测上涨/下跌空间(%),融资买入额,融券卖出额,VIX指数,CNN恐慌与贪婪指数
美亚光电,3.816,专用设备,6.598,0.5784,29.5,90.1094,0.3274,20.43,8780937941.25,2025-09-17,16.62,2102164423720.31,20.24,25.6,16.6,20.25,-0.05,38160.0,2950.0,15.69,57.26
鱼跃医疗,6.6758,医疗器械,5.2364,1.2749,16.12,58.7537,0.2744,39.18,36365317783.52,2025-09-17,32.81,1505307197956.58,49.33,58.85,44.0,38.68,27.53,66758.0,1612.0,15.69,57.26
影视ETF,8.1082,,,,,,,11.83,85942777.5,2025-09-17,,,,,,,,,,15.69,57.26
瑞普生物,3.9821,农药兽药,2.7176,1.4653,19.98,43.4804,0.4595,21.99,7389262183.26,2025-09-17,11.24,344007858908.03,28.29,36.16,23.0,22.06,28.24,39821.0,1998.0,15.69,57.26
伊利股份,27.3845,食品饮料,5.5617,4.9238,12.33,39.7638,0.3101,28.08,176733546565.68,2025-09-17,19.86,1714498027288.63,,,,,,,,15.69,57.26
股票名称,市净率,行业名称,行业市净率,个股行业市净率比,市盈率,行业市盈率,个股行业市盈率比,最新价格,市值,日期,行业最新价格,行业市值,yahoo目标均价,yahoo目标最高价,yahoo目标最低价,当前价格,yahoo预测上涨/下跌空间(%),融资买入额,融券卖出额,VIX指数,CNN恐慌与贪婪指数
美亚光电,7.9324,专用设备,6.5884,1.204,29.47,90.4502,0.3258,20.25,8772265409.95,2025-09-18,16.53,2090899134514.14,20.24,25.6,16.6,20.23,0.05,79324.0,2947.0,16.36,57.26
鱼跃医疗,6.633,医疗器械,5.1775,1.2811,16.0,58.0149,0.2758,38.68,36102073497.6,2025-09-18,32.37,1485029721729.39,49.33,58.85,44.0,38.4,28.46,66330.0,1600.0,16.36,57.26
影视ETF,10.0977,,,,,,,11.73,83744752.5,2025-09-18,,,,,,,,,,16.36,57.26
瑞普生物,5.8127,农药兽药,2.7286,2.1303,19.98,43.6392,0.4578,22.06,7389262183.26,2025-09-18,11.14,341082165926.43,28.29,36.16,23.0,22.06,28.24,58127.0,1998.0,16.36,57.26
伊利股份,37.2843,食品饮料,5.6264,6.6267,12.19,39.1744,0.3112,28.08,174719489054.96,2025-09-18,19.66,1696841385625.5,,,,,,,,16.36,57.26
股票名称,市净率,行业名称,行业市净率,个股行业市净率比,市盈率,行业市盈率,个股行业市盈率比,最新价格,市值,日期,行业最新价格,行业市值,yahoo目标均价,yahoo目标最高价,yahoo目标最低价,当前价格,yahoo预测上涨/下跌空间(%),融资买入额,融券卖出额,VIX指数,CNN恐慌与贪婪指数
美亚光电,6.167,专用设备,6.4548,0.9554,30.2,88.6564,0.3406,20.23,8989078692.45,2025-09-19,16.37,2070603111103.56,20.24,25.6,16.6,20.73,-2.36,61670.0,3020.0,15.72,62.34
鱼跃医疗,4.9875,医疗器械,5.0937,0.9791,16.17,56.6205,0.2856,38.4,36478136763.2,2025-09-19,32.01,1468812486382.78,49.33,58.85,44.0,38.8,27.14,49875.0,1617.0,15.72,62.34
影视ETF,10.13,,,,,,,11.43,85210102.5,2025-09-19,,,,,,,,,,15.72,62.34
瑞普生物,4.6547,农药兽药,2.7882,1.6694,19.88,44.1701,0.4501,22.06,7352416360.95,2025-09-19,11.18,342042419830.79,28.29,36.16,23.0,21.95,28.88,46547.0,1988.0,15.72,62.34
伊利股份,23.1046,食品饮料,5.6481,4.0907,12.17,39.1568,0.3108,27.76,174341853271.7,2025-09-19,19.65,1695798244580.14,,,,,,,,15.72,62.34
股票名称,市净率,行业名称,行业市净率,个股行业市净率比,市盈率,行业市盈率,个股行业市盈率比,最新价格,市值,日期,行业最新价格,行业市值,yahoo目标均价,yahoo目标最高价,yahoo目标最低价,当前价格,yahoo预测上涨/下跌空间(%),融资买入额,融券卖出额,VIX指数,CNN恐慌与贪婪指数
美亚光电,6.167,专用设备,6.4548,0.9554,30.2,88.6564,0.3406,20.23,8989078692.45,2025-09-20,16.37,2070603111103.56,20.24,25.6,16.6,20.73,-2.36,61670.0,3020.0,15.7,62.09
鱼跃医疗,4.9875,医疗器械,5.0937,0.9791,16.17,56.6205,0.2856,38.4,36478136763.2,2025-09-20,32.01,1468812486382.78,49.33,58.85,44.0,38.8,27.14,49875.0,1617.0,15.7,62.09
影视ETF,10.13,,,,,,,11.43,85210102.5,2025-09-20,,,,,,,,,,15.7,62.09
瑞普生物,4.6547,农药兽药,2.7882,1.6694,19.88,44.1701,0.4501,22.06,7352416360.95,2025-09-20,11.18,342042419830.79,28.29,36.16,23.0,21.95,28.88,46547.0,1988.0,15.7,62.09
伊利股份,23.1046,食品饮料,5.6481,4.0907,12.17,39.1568,0.3108,27.76,174341853271.7,2025-09-20,19.65,1695798244580.14,,,,,,,,15.7,62.09
股票名称,市净率,行业名称,行业市净率,个股行业市净率比,市盈率,行业市盈率,个股行业市盈率比,最新价格,市值,日期,行业最新价格,行业市值,yahoo目标均价,yahoo目标最高价,yahoo目标最低价,当前价格,yahoo预测上涨/下跌空间(%),融资买入额,融券卖出额,VIX指数,CNN恐慌与贪婪指数
美亚光电,6.167,专用设备,6.4548,0.9554,30.2,88.6564,0.3406,20.23,8989078692.45,2025-09-21,16.37,2070603111103.56,20.24,25.6,16.6,20.73,-2.36,61670.0,3020.0,15.7,62.09
鱼跃医疗,4.9875,医疗器械,5.0937,0.9791,16.17,56.6205,0.2856,38.4,36478136763.2,2025-09-21,32.01,1468812486382.78,49.33,58.85,44.0,38.8,27.14,49875.0,1617.0,15.7,62.09
影视ETF,10.13,,,,,,,11.43,85210102.5,2025-09-21,,,,,,,,,,15.7,62.09
瑞普生物,4.6547,农药兽药,2.7882,1.6694,19.88,44.1701,0.4501,22.06,7352416360.95,2025-09-21,11.18,342042419830.79,28.29,36.16,23.0,21.95,28.88,46547.0,1988.0,15.7,62.09
伊利股份,23.1046,食品饮料,5.6481,4.0907,12.17,39.1568,0.3108,27.76,174341853271.7,2025-09-21,19.65,1695798245661.94,,,,,,,,15.7,62.09
股票名称,市净率,行业名称,行业市净率,个股行业市净率比,市盈率,行业市盈率,个股行业市盈率比,最新价格,市值,日期,行业最新价格,行业市值,yahoo目标均价,yahoo目标最高价,yahoo目标最低价,当前价格,yahoo预测上涨/下跌空间(%),融资买入额,融券卖出额,VIX指数,CNN恐慌与贪婪指数
美亚光电,14.7509,专用设备,6.6763,2.2094,32.04,93.0387,0.3444,20.73,9535448164.35,2025-09-22,16.55,2093830014069.15,20.24,25.6,16.6,21.99,-7.96,147509.0,3204.0,15.7,62.09
鱼跃医疗,6.9344,医疗器械,5.0853,1.3636,15.82,55.8359,0.2833,38.8,35697805487.08,2025-09-22,31.93,1464844252761.65,49.33,58.85,44.0,37.97,29.92,69344.0,1582.0,15.7,62.09
影视ETF,12.0049,,,,,,,11.63,83305147.5,2025-09-22,,,,,,,,,,15.7,62.09
瑞普生物,3.7676,农药兽药,2.7127,1.3889,19.49,43.6513,0.4465,21.95,7208382691.92,2025-09-22,11.0,336604520630.25,28.29,36.16,23.0,21.52,31.46,37676.0,1949.0,15.7,62.09
伊利股份,22.3341,食品饮料,5.5171,4.0481,12.1,38.6581,0.313,27.7,173397763813.55,2025-09-22,19.41,1675424776151.63,,,,,,,,15.7,62.09
